Surate_N,Verset_N,Mot_N,Morpheme_N,MORPHEME,LEM,ROOT
2,197,5,1,faraDa,faraDa,frD
2,197,6,1,fiy,"fiY
",
2,197,6,2,hin~a,,
2,197,7,1,{lo,,
2,197,7,2,Haj~a,Haj~,Hjj
2,197,8,1,fa,,
2,197,8,2,laA,laA,
2,197,9,1,rafava,rafav,rfv
2,197,10,1,wa,,
2,197,10,2,laA,laA,
2,197,11,1,fusuwqa,fusuwq,fsq
2,197,12,1,wa,,
2,197,12,2,laA,laA,
2,197,13,1,jidaAla,jidaAl,jdl
2,197,14,1,fiY,"fiY
",
2,197,15,1,{lo,,
2,197,15,2,Haj~i,Haj~,Hjj
2,197,16,1,wa,,
2,197,16,2,maA,"maA
",
2,197,17,1,tafoEalu,faEala,fEl
2,197,17,2,wA@,,
2,197,18,1,mino,"min
",
2,197,19,1,xayorK,xayor,xyr
2,197,20,1,yaEolamo,Ealima,Elm
2,197,20,2,hu,,
2,197,21,1,{ll~ahu,{ll~ah,Alh
2,197,22,1,wa,,
2,197,22,2,tazaw~adu,tazaw~adu,zwd
2,197,22,3,wA@,,
2,197,23,1,fa,,
2,197,23,2,<in~a,<in~,
2,197,24,1,xayora,xayor,xyr
2,197,25,1,{l,,
2,197,25,2,z~aAdi,z~aAd,zwd
2,197,26,1,{l,,
2,197,26,2,t~aqowaY`,taqowaY,wqy
2,197,27,1,wa,,
2,197,27,2,{t~aqu,{t~aqaY`,wqy
2,197,27,3,w,,
2,197,27,4,ni,,
2,197,28,1,ya`^,,
2,197,28,2,>uw@liY,>uwliY,Awl
2,197,29,1,{lo,,
2,197,29,2,>aloba`bi,>aloba`b,lbb
2,198,1,1,layosa,l~ayosa,lys
2,198,2,1,Ealayo,"EalaY`
",
2,198,2,2,kumo,,
2,198,3,1,junaAHN,junaAH,jnH
2,198,4,1,>an,">an
",
2,198,5,1,tabotagu,{botagaY`,bgy
2,198,5,2,wA@,,
2,198,6,1,faDolFA,faDol,fDl
2,198,7,1,m~in,"min
",
2,198,8,1,r~ab~i,rab~,rbb
2,198,8,2,kumo,,
2,198,9,1,fa,,
2,198,9,2,<i*aA^,"<i*aA
",
2,198,10,1,>afaDo,>afaADa,fyD
2,198,10,2,tum,,
2,198,11,1,m~ino,"min
",
2,198,12,1,Earafa`tK,Earafa`t,
2,198,13,1,fa,,
2,198,13,2,{*okuru,*akara,*kr
2,198,13,3,wA@,,
2,198,14,1,{ll~aha,{ll~ah,Alh
2,198,15,1,Einda,Eind,End
2,198,16,1,{lo,,
2,198,16,2,ma$oEari,ma$oEar,$Er
2,198,17,1,{lo,,
2,198,17,2,HaraAmi,HaraAm,Hrm
2,198,18,1,wa,,
2,198,18,2,{*okuru,*akara,*kr
2,198,18,3,w,,
2,198,18,4,hu,,
2,198,19,1,ka,,
2,198,19,2,maA,"maA
",
2,198,20,1,hadaY`,hadaY,hdy
2,198,20,2,kumo,,
2,198,21,1,wa,,
2,198,21,2,<in,"<in
",
2,198,22,1,kun,kaAna,kwn
2,198,22,2,tum,,
2,198,23,1,m~in,"min
",
2,198,24,1,qaboli,qabol,qbl
2,198,24,2,hi.,,
2,198,25,1,la,,
2,198,25,2,mina,"min
",
2,198,26,1,{l,,
2,198,26,2,D~aA^l~iyna,DaA^l~,Dll
2,199,1,1,vum~a,"vum~
",
2,199,2,1,>afiyDu,>afaADa,fyD
2,199,2,2,wA@,,
2,199,3,1,mino,"min
",
2,199,4,1,Hayovu,Hayov,Hyv
2,199,5,1,>afaADa,>afaADa,fyD
2,199,6,1,{l,,
2,199,6,2,n~aAsu,n~aAs,nws
2,199,7,1,wa,,
2,199,7,2,{sotagofiru,{sotagofara,gfr
2,199,7,3,wA@,,
2,199,8,1,{ll~aha,{ll~ah,Alh
2,199,9,1,<in~a,<in~,
2,199,10,1,{ll~aha,{ll~ah,Alh
2,199,11,1,gafuwrN,gafuwr,gfr
2,199,12,1,r~aHiymN,r~aHiym,rHm
2,200,1,1,fa,,
2,200,1,2,<i*aA,"<i*aA
",
2,200,2,1,qaDayo,qaDaY`^,qDy
2,200,2,2,tum,,
2,200,3,1,m~ana`sika,mansak,nsk
2,200,3,2,kumo,,
2,200,4,1,fa,,
2,200,4,2,{*okuru,*akara,*kr
2,200,4,3,wA@,,
2,200,5,1,{ll~aha,{ll~ah,Alh
2,200,6,1,ka,,
2,200,6,2,*ikori,*ikor,*kr
2,200,6,3,kumo,,
2,200,7,1,'aAbaA^'a,A^baA',Abw
2,200,7,2,kumo,,
2,200,8,1,>awo,">aw
",
2,200,9,1,>a$ad~a,>a$ad~,$dd
2,200,10,1,*ikorFA,*ikor,*kr
2,200,11,1,fa,,
2,200,11,2,mina,"min
",
2,200,12,1,{l,,
2,200,12,2,n~aAsi,n~aAs,nws
2,200,13,1,man,"man
",
2,200,14,1,yaquwlu,qaAla,qwl
2,200,15,1,rab~a,rab~,rbb
2,200,15,2,naA^,,
2,200,16,1,'aAti,A^taY,Aty
2,200,16,2,naA,,
2,200,17,1,fiY,"fiY
",
2,200,18,1,{l,,
2,200,18,2,d~unoyaA,d~unoyaA,dnw
2,200,19,1,wa,,
2,200,19,2,maA,"maA
",
2,200,20,1,la,,
2,200,20,2,"hu,",,
2,200,21,1,fiY,"fiY
",
2,200,22,1,{lo,,
2,200,22,2,'aAxirapi,A^xir,Axr
2,200,23,1,mino,"min
",
2,200,24,1,xala`qK,xala`q,xlq
2,201,1,1,wa,,
2,201,1,2,mino,"min
",
2,201,1,3,hum,,
2,201,2,1,m~an,"man
",
2,201,3,1,yaquwlu,qaAla,qwl
2,201,4,1,rab~a,rab~,rbb
2,201,4,2,naA^,,
2,201,5,1,'aAti,A^taY,Aty
2,201,5,2,naA,,
2,201,6,1,fiY,"fiY
",
2,201,7,1,{l,,
2,201,7,2,d~unoyaA,d~unoyaA,dnw
2,201,8,1,HasanapF,Hasanap,Hsn
2,201,9,1,wa,,
2,201,9,2,fiY,"fiY
",
2,201,10,1,{lo,,
2,201,10,2,'aAxirapi,A^xir,Axr
2,201,11,1,HasanapF,Hasanap,Hsn
2,201,12,1,wa,,
2,201,12,2,qi,waqaY`,wqy
2,201,12,3,naA,,
2,201,13,1,Ea*aAba,Ea*aAb,E*b
2,201,14,1,{l,,
2,201,14,2,n~aAri,naAr,nwr
2,202,1,1,>uw@la`^}ika,>uwla`^}ik,
2,202,2,1,la,,
2,202,2,2,humo,,
2,202,3,1,naSiybN,naSiyb,nSb
2,202,4,1,m~i,"min
",
2,202,4,2,m~aA,"maA
",
2,202,5,1,kasabu,kasaba,ksb
2,202,5,2,wA@,,
2,202,6,1,wa,,
2,202,6,2,{ll~ahu,{ll~ah,Alh
2,202,7,1,sariyEu,sariyE,srE
2,202,8,1,{lo,,
2,202,8,2,HisaAbi,HisaAb,Hsb
2,203,1,1,wa,,
2,203,1,2,{*okuru,*akara,*kr
2,203,1,3,wA@,,
2,203,2,1,{ll~aha,{ll~ah,Alh
2,203,3,1,fiY^,"fiY
",
2,203,4,1,>ay~aAmK,yawom,ywm
2,203,5,1,m~aEoduwda`tK,m~aEoduwdap,Edd
2,203,6,1,fa,,
2,203,6,2,man,"man
",
2,203,7,1,taEaj~ala,taEaj~ala,Ejl
2,203,8,1,fiY,"fiY
",
2,203,9,1,yawomayoni,yawom,ywm
2,203,10,1,fa,,
2,203,10,2,laA^,laA,
2,203,11,1,<ivoma,<ivom,Avm
2,203,12,1,Ealayo,"EalaY`
",
2,203,12,2,hi,,
2,203,13,1,wa,,
2,203,13,2,man,"man
",
2,203,14,1,ta>ax~ara,ta>ax~ara,Axr
2,203,15,1,fa,,
2,203,15,2,laA^,laA,
2,203,16,1,<ivoma,<ivom,Avm
2,203,17,1,Ealayo,"EalaY`
",
2,203,17,2,hi,,
2,203,18,1,li,,
2,203,18,2,mani,"man
",
2,203,19,1,{t~aqaY`,{t~aqaY`,wqy
2,203,20,1,wa,,
2,203,20,2,{t~aqu,{t~aqaY`,wqy
2,203,20,3,wA@,,
2,203,21,1,{ll~aha,{ll~ah,Alh
2,203,22,1,wa,,
2,203,22,2,{Eolamu,Ealima,Elm
2,203,22,3,w^A@,,
2,203,23,1,>an~a,>an~,
2,203,23,2,kumo,,
2,203,24,1,<ilayo,"<ilaY`
",
2,203,24,2,hi,,
2,203,25,1,tuHo$aru,Ha$ara,H$r
2,203,25,2,wna,,
2,204,1,1,wa,,
2,204,1,2,mina,"min
",
2,204,2,1,{l,,
2,204,2,2,n~aAsi,n~aAs,nws
2,204,3,1,man,"man
",
2,204,4,1,yuEojibu,>aEojaba,Ejb
2,204,4,2,ka,,
2,204,5,1,qawolu,qawol,qwl
2,204,5,2,"hu,",,
2,204,6,1,fiY,"fiY
",
2,204,7,1,{lo,,
2,204,7,2,Hayaw`pi,Hayaw`p,Hyy
2,204,8,1,{l,,
2,204,8,2,d~unoyaA,d~unoyaA,dnw
2,204,9,1,wa,,
2,204,9,2,yu$ohidu,>a$ohada,$hd
2,204,10,1,{ll~aha,{ll~ah,Alh
2,204,11,1,EalaY`,"EalaY`
",
2,204,12,1,maA,"maA
",
2,204,13,1,fiY,"fiY
",
2,204,14,1,qalobi,qalob,qlb
2,204,14,2,hi.,,
2,204,15,1,wa,,
2,204,15,2,huwa,,
2,204,16,1,>alad~u,>alad~,ldd
2,204,17,1,{lo,,
2,204,17,2,xiSaAmi,xaSiym,xSm
2,205,1,1,wa,,
2,205,1,2,<i*aA,"<i*aA
",
2,205,2,1,tawal~aY`,tawal~aY`,wly
2,205,3,1,saEaY`,saEaY`,sEy
2,205,4,1,fiY,"fiY
",
2,205,5,1,{lo,,
2,205,5,2,>aroDi,>aroD,ArD
2,205,6,1,li,,
2,205,6,2,yufosida,>afosadu,fsd
2,205,7,1,fiy,"fiY
",
2,205,7,2,haA,,
2,205,8,1,wa,,
2,205,8,2,yuholika,>aholaka,hlk
2,205,9,1,{lo,,
2,205,9,2,Harova,Harov,Hrv
2,205,10,1,wa,,
2,205,10,2,{l,,
2,205,10,3,n~asola,nasol,nsl
2,205,11,1,wa,,
2,205,11,2,{ll~ahu,{ll~ah,Alh
2,205,12,1,laA,"laA
",
2,205,13,1,yuHib~u,>aHobabo,Hbb
2,205,14,1,{lo,,
2,205,14,2,fasaAda,fasaAd,fsd
2,206,1,1,wa,,
2,206,1,2,<i*aA,"<i*aA
",
2,206,2,1,qiyla,qaAla,qwl
2,206,3,1,la,,
2,206,3,2,hu,,
2,206,4,1,{t~aqi,{t~aqaY`,wqy
2,206,5,1,{ll~aha,{ll~ah,Alh
2,206,6,1,>axa*ato,>axa*a,Ax*
2,206,6,2,hu,,
2,206,7,1,{lo,,
2,206,7,2,Eiz~apu,Eiz~ap,Ezz
2,206,8,1,bi,,
2,206,8,2,{lo,,
2,206,8,3,<ivomi,<ivom,Avm
2,206,9,1,fa,,
2,206,9,2,Hasobu,Hasob,Hsb
2,206,9,3,"hu,",,
2,206,10,1,jahan~amu,jahan~am,
2,206,11,1,wa,,
2,206,11,2,la,,
2,206,11,3,bi}osa,bi}osa,bAs
2,206,12,1,{lo,,
2,206,12,2,mihaAdu,miha`d,mhd
2,207,1,1,wa,,
2,207,1,2,mina,"min
",
2,207,2,1,{l,,
2,207,2,2,n~aAsi,n~aAs,nws
2,207,3,1,man,"man
",
2,207,4,1,ya$oriY,$ara,$ry
2,207,5,1,nafosa,nafos,nfs
2,207,5,2,hu,,
2,207,6,1,{botigaA^'a,{botigaA^',bgy
2,207,7,1,maroDaAti,maroDaAt,rDw
2,207,8,1,{ll~ahi,{ll~ah,Alh
2,207,9,1,wa,,
2,207,9,2,{ll~ahu,{ll~ah,Alh
2,207,10,1,ra'uwfN[,ra'uwf,rAf
2,207,11,1,bi,,
2,207,11,2,{lo,,
2,207,11,3,EibaAdi,Eabod,Ebd
2,208,1,1,ya`^,,
2,208,1,2,>ay~uhaA,>ay~uhaA,
2,208,2,1,{l~a*iyna,{l~a*iY,
2,208,3,1,'aAmanu,'aAmana,Amn
2,208,3,2,wA@,,
2,208,4,1,{doxulu,daxala,dxl
2,208,4,2,wA@,,
2,208,5,1,fiY,"fiY
",
2,208,6,1,{l,,
2,208,6,2,s~ilomi,s~ilom,slm
2,208,7,1,kaA^f~apF,kaA^f~ap,kff
2,208,8,1,wa,,
2,208,8,2,laA,"laA
",
2,208,9,1,tat~abiEu,{t~abaEa,tbE
2,208,9,2,wA@,,
2,208,10,1,xuTuwa`ti,xuTuwa`t,xTw
2,208,11,1,{l,,
2,208,11,2,$~ayoTa`ni,$ayoTa`n,$Tn
2,208,12,1,<in~a,<in~,
2,208,12,2,"hu,",,
2,208,13,1,la,,
2,208,13,2,kumo,,
2,208,14,1,Eaduw~N,Eaduw~,Edw
2,208,15,1,m~ubiynN,m~ubiyn,byn
2,209,1,1,fa,,
2,209,1,2,<in,"<in
",
2,209,2,1,zalalo,zalalo,zll
2,209,2,2,tum,,
2,209,3,1,m~in[,"min
",
2,209,4,1,baEodi,baEod,bEd
2,209,5,1,maA,"maA
",
2,209,6,1,jaA^'ato,jaA^'a,jyA
2,209,6,2,kumu,,
2,209,7,1,{lo,,
2,209,7,2,bay~ina`tu,bay~inap,byn
2,209,8,1,fa,,
2,209,8,2,{Eolamu,Ealima,Elm
2,209,8,3,w^A@,,
2,209,9,1,>an~a,>an~,
2,209,10,1,{ll~aha,{ll~ah,Alh
2,209,11,1,EaziyzN,Eaziyz,Ezz
2,209,12,1,HakiymN,Hakiym,Hkm
2,210,1,1,halo,"hal
",
2,210,2,1,yanZuru,n~aZara,nZr
2,210,2,2,wna,,
2,210,3,1,<il~aA^,"<il~aA
",
2,210,4,1,>an,">an
",
2,210,5,1,ya>otiya,>ataY,Aty
2,210,5,2,humu,,
2,210,6,1,{ll~ahu,{ll~ah,Alh
2,210,7,1,fiY,"fiY
",
2,210,8,1,ZulalK,Zul~ap,Zll
2,210,9,1,m~ina,"min
",
2,210,10,1,{lo,,
2,210,10,2,gamaAmi,gama`m,gmm
2,210,11,1,wa,,
2,210,11,2,{lo,,
2,210,11,3,mala`^}ikapu,malak,mlk
2,210,12,1,wa,,
2,210,12,2,quDiYa,qaDaY`^,qDy
2,210,13,1,{lo,,
2,210,13,2,>amoru,>amor,Amr
2,210,14,1,wa,,
2,210,14,2,<ilaY,"<ilaY`
",
2,210,15,1,{ll~ahi,{ll~ah,Alh
2,210,16,1,turojaEu,rajaEa,rjE
2,210,17,1,{lo,,
2,210,17,2,>umuwru,>amor,Amr
2,211,1,1,salo,sa>ala,sAl
2,211,2,1,baniY^,bunaY~,bny
2,211,3,1,<isora`^'iyla,<isoraA}iyl,
2,211,4,1,kamo,"kam
",
2,211,5,1,'aAtayo,A^taY,Aty
2,211,5,2,na`,,
2,211,5,3,hum,,
2,211,6,1,m~ino,"min
",
2,211,7,1,'aAyapK],'aAyap,Ayy
2,211,8,1,bay~inapK,bay~inap,byn
2,211,9,1,wa,,
2,211,9,2,man,"man
",
2,211,10,1,yubad~ilo,bad~ala,bdl
2,211,11,1,niEomapa,niEomap,nEm
2,211,12,1,{ll~ahi,{ll~ah,Alh
2,211,13,1,min[,"min
",
2,211,14,1,baEodi,baEod,bEd
2,211,15,1,maA,"maA
",
2,211,16,1,jaA^'ato,jaA^'a,jyA
2,211,16,2,hu,,
2,211,17,1,fa,,
2,211,17,2,<in~a,<in~,
2,211,18,1,{ll~aha,{ll~ah,Alh
2,211,19,1,$adiydu,$adiyd,$dd
2,211,20,1,{lo,,
2,211,20,2,EiqaAbi,EiqaAb,Eqb
2,212,1,1,zuy~ina,zay~ana,zyn
2,212,2,1,li,,
2,212,2,2,l~a*iyna,{l~a*iY,
2,212,3,1,kafaru,kafara,kfr
2,212,3,2,wA@,,
2,212,4,1,{lo,,
2,212,4,2,Hayaw`pu,Hayaw`p,Hyy
2,212,5,1,{l,,
2,212,5,2,d~unoyaA,d~unoyaA,dnw
2,212,6,1,wa,,
2,212,6,2,yasoxaru,saxira,sxr
2,212,6,3,wna,,
2,212,7,1,mina,"min
",
2,212,8,1,{l~a*iyna,{l~a*iY,
2,212,9,1,'aAmanu,'aAmana,Amn
2,212,9,2,wA@,,
2,212,10,1,wa,,
2,212,10,2,{l~a*iyna,{l~a*iY,
2,212,11,1,{t~aqa,{t~aqaY`,wqy
2,212,11,2,woA@,,
2,212,12,1,fawoqa,fawoq,fwq
2,212,12,2,humo,,
2,212,13,1,yawoma,yawom,ywm
2,212,14,1,{lo,,
2,212,14,2,qiya`mapi,qiya`map,qwm
2,212,15,1,wa,,
2,212,15,2,{ll~ahu,{ll~ah,Alh
2,212,16,1,yarozuqu,razaqa,rzq
2,212,17,1,man,"man
",
2,212,18,1,ya$aA^'u,$aA^'a,$yA
2,212,19,1,bi,,
2,212,19,2,gayori,gayor,gyr
2,212,20,1,HisaAbK,HisaAb,Hsb
2,213,1,1,kaAna,kaAna,kwn
2,213,2,1,{l,,
2,213,2,2,n~aAsu,n~aAs,nws
2,213,3,1,>um~apF,>um~ap,Amm
2,213,4,1,wa`HidapF,wa`Hidap,wHd
2,213,5,1,fa,,
2,213,5,2,baEava,baEava,bEv
2,213,6,1,{ll~ahu,{ll~ah,Alh
2,213,7,1,{l,,
2,213,7,2,n~abiy~i.na,n~abiY~,nbA
2,213,8,1,muba$~iriyna,muba$~ir,b$r
2,213,9,1,wa,,
2,213,9,2,mun*iriyna,mun*ir,n*r
2,213,10,1,wa,,
2,213,10,2,>anzala,>anzala,nzl
2,213,11,1,maEa,maE,
2,213,11,2,humu,,
2,213,12,1,{lo,,
2,213,12,2,kita`ba,kita`b,ktb
2,213,13,1,bi,,
2,213,13,2,{lo,,
2,213,13,3,Haq~i,Haq~,Hqq
2,213,14,1,li,,
2,213,14,2,yaHokuma,Hakama,Hkm
2,213,15,1,bayona,bayon,byn
2,213,16,1,{l,,
2,213,16,2,n~aAsi,n~aAs,nws
2,213,17,1,fiy,"fiY
",
2,213,17,2,maA,"maA
",
2,213,18,1,{xotalafu,{xotalafa,xlf
2,213,18,2,wA@,,
2,213,19,1,fiy,"fiY
",
2,213,19,2,hi,,
2,213,20,1,wa,,
2,213,20,2,maA,"maA
",
2,213,21,1,{xotalafa,{xotalafa,xlf
2,213,22,1,fiy,"fiY
",
2,213,22,2,hi,,
2,213,23,1,<il~aA,"<il~aA
",
2,213,24,1,{l~a*iyna,{l~a*iY,
2,213,25,1,>uwtu,A^taY,Aty
2,213,25,2,w,,
2,213,25,3,hu,,
2,213,26,1,min[,"min
",
2,213,27,1,baEodi,baEod,bEd
2,213,28,1,maA,"maA
",
2,213,29,1,jaA^'ato,jaA^'a,jyA
2,213,29,2,humu,,
2,213,30,1,{lo,,
2,213,30,2,bay~ina`tu,bay~inap,byn
2,213,31,1,bagoyF[A,bagoy,bgy
2,213,32,1,bayona,bayon,byn
2,213,32,2,humo,,
2,213,33,1,fa,,
2,213,33,2,hadaY,hadaY,hdy
2,213,34,1,{ll~ahu,{ll~ah,Alh
2,213,35,1,{l~a*iyna,{l~a*iY,
2,213,36,1,'aAmanu,'aAmana,Amn
2,213,36,2,wA@,,
2,213,37,1,li,,
2,213,37,2,maA,"maA
",
2,213,38,1,{xotalafu,{xotalafa,xlf
2,213,38,2,wA@,,
2,213,39,1,fiy,"fiY
",
2,213,39,2,hi,,
2,213,40,1,mina,"min
",
2,213,41,1,{lo,,
2,213,41,2,Haq~i,Haq~,Hqq
2,213,42,1,bi,,
2,213,42,2,<i*oni,<i*on,A*n
2,213,42,3,hi.,,
2,213,43,1,wa,,
2,213,43,2,{ll~ahu,{ll~ah,Alh
2,213,44,1,yahodiY,hadaY,hdy
2,213,45,1,man,"man
",
2,213,46,1,ya$aA^'u,$aA^'a,$yA
2,213,47,1,<ilaY`,"<ilaY`
",
2,213,48,1,Sira`TK,Sira`T,SrT
2,213,49,1,m~usotaqiymK,m~usotaqiym,qwm
2,214,1,1,>amo,">am
",
2,214,2,1,Hasibo,Hasiba,Hsb
2,214,2,2,tumo,,
2,214,3,1,>an,">an
",
2,214,4,1,tadoxulu,daxala,dxl
2,214,4,2,wA@,,
2,214,5,1,{lo,,
2,214,5,2,jan~apa,jan~ap,jnn
2,214,6,1,wa,,
2,214,6,2,lam~aA,"l~am~aA
",
2,214,7,1,ya>oti,>ataY,Aty
2,214,7,2,kum,,
2,214,8,1,m~avalu,maval,mvl
2,214,9,1,{l~a*iyna,{l~a*iY,
2,214,10,1,xala,xalaA,xlw
2,214,10,2,woA@,,
2,214,11,1,min,"min
",
2,214,12,1,qaboli,qabol,qbl
2,214,12,2,kum,,
2,214,13,1,m~as~ato,mas~a,mss
2,214,13,2,humu,,
2,214,14,1,{lo,,
2,214,14,2,ba>osaA^'u,ba>osaA^',bAs
2,214,15,1,wa,,
2,214,15,2,{l,,
2,214,15,3,D~ar~aA^'u,Dar~aA^',Drr
2,214,16,1,wa,,
2,214,16,2,zulozilu,zulozilu,zlzl
2,214,16,3,wA@,,
2,214,17,1,Hat~aY`,"Hat~aY`
",
2,214,18,1,yaquwla,qaAla,qwl
2,214,19,1,{l,,
2,214,19,2,r~asuwlu,rasuwl,rsl
2,214,20,1,wa,,
2,214,20,2,{l~a*iyna,{l~a*iY,
2,214,21,1,'aAmanu,'aAmana,Amn
2,214,21,2,wA@,,
2,214,22,1,maEa,maE,
2,214,22,2,"hu,",,
2,214,23,1,mataY`,"mataY`
",
2,214,24,1,naSoru,naSor,nSr
2,214,25,1,{ll~ahi,{ll~ah,Alh
2,214,26,1,>alaA^,">alaA^
",
2,214,27,1,<in~a,<in~,
2,214,28,1,naSora,naSor,nSr
2,214,29,1,{ll~ahi,{ll~ah,Alh
2,214,30,1,qariybN,qariyb,qrb
2,215,1,1,yaso_#alu,sa>ala,sAl
2,215,1,2,wna,,
2,215,1,3,ka,,
2,215,2,1,maA*aA,"maA*aA
",
2,215,3,1,yunfiqu,>anfaqa,nfq
2,215,3,2,wna,,
2,215,4,1,qulo,qaAla,qwl
2,215,5,1,maA^,"maA
",
2,215,6,1,>anfaqo,>anfaqa,nfq
2,215,6,2,tum,,
2,215,7,1,m~ino,"min
",
2,215,8,1,xayorK,xayor,xyr
2,215,9,1,fa,,
2,215,9,2,li,,
2,215,9,3,lo,,
2,215,9,4,wa`lidayoni,waAlid,wld
2,215,10,1,wa,,
2,215,10,2,{lo,,
2,215,10,3,>aqorabiyna,>aqorab,qrb
2,215,11,1,wa,,
2,215,11,2,{lo,,
2,215,11,3,yata`maY`,yatiym,ytm
2,215,12,1,wa,,
2,215,12,2,{lo,,
2,215,12,3,masa`kiyni,misokiyn,skn
2,215,13,1,wa,,
2,215,13,2,{boni,{bon,bny
2,215,14,1,{l,,
2,215,14,2,s~abiyli,sabiyl,sbl
2,215,15,1,wa,,
2,215,15,2,maA,"maA
",
2,215,16,1,tafoEalu,faEala,fEl
2,215,16,2,wA@,,
2,215,17,1,mino,"min
",
2,215,18,1,xayorK,xayor,xyr
2,215,19,1,fa,,
2,215,19,2,<in~a,<in~,
2,215,20,1,{ll~aha,{ll~ah,Alh
2,215,21,1,bi,,
2,215,21,2,hi.,,
2,215,22,1,EaliymN,Ealiym,Elm
2,216,1,1,kutiba,kataba,ktb
2,216,2,1,Ealayo,"EalaY`
",
2,216,2,2,kumu,,
2,216,3,1,{lo,,
2,216,3,2,qitaAlu,qitaAl,qtl
2,216,4,1,wa,,
2,216,4,2,huwa,,
2,216,5,1,kurohN,kuroh,krh
2,216,6,1,l~a,,
2,216,6,2,kumo,,
2,216,7,1,wa,,
2,216,7,2,EasaY`^,EasaY,Esy
2,216,8,1,>an,">an
",
2,216,9,1,takorahu,kariha,krh
2,216,9,2,wA@,,
2,216,10,1,$ayo_#FA,$aYo',$yA
2,216,11,1,wa,,
2,216,11,2,huwa,,
2,216,12,1,xayorN,xayor,xyr
2,216,13,1,l~a,,
2,216,13,2,kumo,,
2,216,14,1,wa,,
2,216,14,2,EasaY`^,EasaY,Esy
2,216,15,1,>an,">an
",
2,216,16,1,tuHib~u,>aHobabo,Hbb
2,216,16,2,wA@,,
2,216,17,1,$ayo_#FA,$aYo',$yA
2,216,18,1,wa,,
2,216,18,2,huwa,,
2,216,19,1,$ar~N,$ar~,$rr
2,216,20,1,l~a,,
2,216,20,2,kumo,,
2,216,21,1,wa,,
2,216,21,2,{ll~ahu,{ll~ah,Alh
2,216,22,1,yaEolamu,Ealima,Elm
2,216,23,1,wa,,
2,216,23,2,>antumo,,
2,216,24,1,laA,"laA
",
2,216,25,1,taEolamu,Ealima,Elm
2,216,25,2,wna,,
2,217,1,1,yaso_#alu,sa>ala,sAl
2,217,1,2,wna,,
2,217,1,3,ka,,
2,217,2,1,Eani,"Ean
",
2,217,3,1,{l,,
2,217,3,2,$~ahori,$ahor,$hr
2,217,4,1,{lo,,
2,217,4,2,HaraAmi,HaraAm,Hrm
2,217,5,1,qitaAlK,qitaAl,qtl
2,217,6,1,fiy,"fiY
",
2,217,6,2,hi,,
2,217,7,1,qulo,qaAla,qwl
2,217,8,1,qitaAlN,qitaAl,qtl
2,217,9,1,fiy,"fiY
",
2,217,9,2,hi,,
2,217,10,1,kabiyrN,kabiyr,kbr
2,217,11,1,wa,,
2,217,11,2,Sad~N,Sad~,Sdd
2,217,12,1,Ean,"Ean
",
2,217,13,1,sabiyli,sabiyl,sbl
2,217,14,1,{ll~ahi,{ll~ah,Alh
2,217,15,1,wa,,
2,217,15,2,kuforN[,kufor,kfr
2,217,16,1,bi,,
2,217,16,2,hi.,,
2,217,17,1,wa,,
2,217,17,2,{lo,,
2,217,17,3,masojidi,masojid,sjd
2,217,18,1,{lo,,
2,217,18,2,HaraAmi,HaraAm,Hrm
2,217,19,1,wa,,
2,217,19,2,<ixoraAju,<ixoraAj,xrj
2,217,20,1,>aholi,>ahol,Ahl
2,217,20,2,hi.,,
2,217,21,1,mino,"min
",
2,217,21,2,hu,,
2,217,22,1,>akobaru,>akobar,kbr
2,217,23,1,Einda,Eind,End
2,217,24,1,{ll~ahi,{ll~ah,Alh
2,217,25,1,wa,,
2,217,25,2,{lo,,
2,217,25,3,fitonapu,fitonap,ftn
2,217,26,1,>akobaru,>akobar,kbr
2,217,27,1,mina,"min
",
2,217,28,1,{lo,,
2,217,28,2,qatoli,qatol,qtl
2,217,29,1,wa,,
2,217,29,2,laA,"laA
",
2,217,30,1,yazaAlu,zaAlat,zyl
2,217,30,2,wna,,
2,217,31,1,yuqa`tilu,qa`tala,qtl
2,217,31,2,wna,,
2,217,31,3,kumo,,
2,217,32,1,Hat~aY`,"Hat~aY`
",
2,217,33,1,yarud~u,rad~a,rdd
2,217,33,2,w,,
2,217,33,3,kumo,,
2,217,34,1,Ean,"Ean
",
2,217,35,1,diyni,diyn,dyn
2,217,35,2,kumo,,
2,217,36,1,<ini,"<in
",
2,217,37,1,{sotaTa`Eu,{sotaTaAEa,TwE
2,217,37,2,wA@,,
2,217,38,1,wa,,
2,217,38,2,man,"man
",
2,217,39,1,yarotadido,{rotad~a,rdd
2,217,40,1,min,"min
",
2,217,40,2,kumo,,
2,217,41,1,Ean,"Ean
",
2,217,42,1,diyni,diyn,dyn
2,217,42,2,hi.,,
2,217,43,1,fa,,
2,217,43,2,yamuto,m~aAta,mwt
2,217,44,1,wa,,
2,217,44,2,huwa,,
2,217,45,1,kaAfirN,kaAfir,kfr
2,217,46,1,fa,,
2,217,46,2,>uw@la`^}ika,>uwla`^}ik,
2,217,47,1,HabiTato,HabiTa,HbT
2,217,48,1,>aEoma`lu,Eamal,Eml
2,217,48,2,humo,,
2,217,49,1,fiY,"fiY
",
2,217,50,1,{l,,
2,217,50,2,d~unoyaA,d~unoyaA,dnw
2,217,51,1,wa,,
2,217,51,2,{lo,,
2,217,51,3,'aAxirapi,A^xir,Axr
2,217,52,1,wa,,
