Sourate_N,Verset_N,Verset_B,ROOTS
9,38,ya`^ >ay~uhaA {l~a*iyna 'aAmanu wA@ maA la kumo <i*aA qiyla la kumu {nfiru wA@ fiY sabiyli {ll~ahi {v~aAqalo tumo <ilaY {lo >aroDi >a raDiy tum bi {lo Hayaw`pi {l d~unoyaA mina {lo 'aAxirapi fa maA mata`Eu {lo Hayaw`pi {l d~unoyaA fiY {lo 'aAxirapi <il~aA qaliylN,   Amn      qwl   nfr   sbl Alh vql    ArD  rDw    Hyy  dnw   Axr   mtE  Hyy  dnw   Axr  qll
9,39,<il~aA tanfiru wA@ yuEa*~ibo kumo Ea*aAbFA >aliymFA wa yasotabodilo qawomFA gayora kumo wa laA taDur~u w hu $ayo_#FA wa {ll~ahu EalaY` kul~i $aYo'K qadiyrN, nfr  E*b  E*b Alm  bdl qwm gyr    Drr   $yA  Alh  kll $yA qdr
9,40,"<il~aA tanSuru w hu fa qado naSara hu {ll~ahu <i*o >axoraja hu {l~a*iyna kafaru wA@ vaAniYa {vonayoni <i*o humaA fiY {lo gaAri <i*o yaquwlu li Sa`Hibi hi. laA taHozano <in~a {ll~aha maEa naA fa >anzala {ll~ahu sakiynata hu, Ealayo hi wa >ay~ada hu, bi junuwdK l~amo tara wo haA wa jaEala kalimapa {l~a*iyna kafaru wA@ {l s~ufolaY` wa kalimapu {ll~ahi hiYa {lo EuloyaA wa {ll~ahu EaziyzN HakiymN", nSr     nSr  Alh  xrj   kfr  vny vny     gwr  qwl  SHb   Hzn  Alh    nzl Alh skn     Ayd   jnd  rAy    jEl klm  kfr   sfl  klm Alh   Elw  Alh Ezz Hkm
9,41,{nfiru wA@ xifaAfFA wa viqaAlFA wa ja`hidu wA@ bi >amowa`li kumo wa >anfusi kumo fiY sabiyli {ll~ahi *a`likumo xayorN l~a kumo <in kun tumo taEolamu wna,nfr  xff  vql  jhd   mwl   nfs   sbl Alh  xyr    kwn  Elm 
9,42,lawo kaAna EaraDFA qariybFA wa safarFA qaASidFA l~a {t~abaEu w ka wa la`kin[ baEudato Ealayo himu {l $~uq~apu wa sa yaHolifu wna bi {ll~ahi lawi {sotaTaEo naA la xarajo naA maEa kumo yuholiku wna >anfusa humo wa {ll~ahu yaEolamu <in~a humo la ka`*ibuwna, kwn ErD qrb  sfr qSd  tbE     bEd    $qq   Hlf   Alh  TwE   xrj    hlk  nfs   Alh Elm    k*b
9,43,EafaA {ll~ahu Ean ka li ma >a*in ta la humo Hat~aY` yatabay~ana la ka {l~a*iyna Sadaqu wA@ wa taEolama {lo ka`*ibiyna,Efw Alh     A*n     byn    Sdq   Elm  k*b
9,44,laA yasota_#o*inu ka {l~a*iyna yu&ominu wna bi {ll~ahi wa {lo yawomi {lo 'aAxiri >an yuja`hidu wA@ bi >amowa`li himo wa >anfusi himo wa {ll~ahu EaliymN[ bi {lo mut~aqiyna, A*n   Amn   Alh   ywm  Axr  jhd   mwl   nfs   Alh Elm   wqy
9,45,<in~a maA yasota_#o*inu ka {l~a*iyna laA yu&ominu wna bi {ll~ahi wa {lo yawomi {lo 'aAxiri wa {rotaAbato quluwbu humo fa humo fiY rayobi himo yatarad~adu wna,  A*n    Amn   Alh   ywm  Axr  ryb qlb     ryb  rdd 
9,46,"wa lawo >araAdu wA@ {lo xuruwja la >aEad~u wA@ la hu, Eud~apF wa la`kin kariha {ll~ahu {n[biEaAva humo fa vab~aTa humo wa qiyla {qoEudu wA@ maEa {lo qa`Eidiyna",  rwd   xrj  Edd    Edd   krh Alh bEv   vbT   qwl qEd    qEd
9,47,lawo xaraju wA@ fiy kum m~aA zaAdu w kumo <il~aA xabaAlFA wa la >awoDaEu wA@ xila`la kumo yabogu wna kumu {lo fitonapa wa fiy kumo sam~a`Euwna la humo wa {ll~ahu EaliymN[ bi {l Z~a`limiyna, xrj     zyd    xbl   wDE  xll  bgy    ftn    smE    Alh Elm   Zlm
9,48,la qadi {botaga wuA@ {lo fitonapa min qabolu wa qal~abu wA@ la ka {lo >umuwra Hat~aY` jaA^'a {lo Haq~u wa Zahara >amoru {ll~ahi wa humo ka`rihuwna,  bgy   ftn  qbl  qlb     Amr  jyA  Hqq  Zhr Amr Alh   krh
9,49,wa mino hum m~an yaquwlu {}o*an l~i Y wa laA tafoti n~iY^ >alaA fiY {lo fitonapi saqaTu wA@ wa <in~a jahan~ama la muHiyTapN[ bi {lo ka`firiyna,    qwl A*n     ftn     ftn sqT      HwT   kfr
9,50,<in tuSibo ka HasanapN tasu&o humo wa <in tuSibo ka muSiybapN yaquwlu wA@ qado >axa*o naA^ >amora naA min qabolu wa yatawal~a wA@ w~a humo fariHuwna, Swb  Hsn swA    Swb  Swb qwl   Ax*  Amr   qbl  wly    frH
9,51,qul l~an yuSiyba naA^ <il~aA maA kataba {ll~ahu la naA huwa mawolaY` naA wa EalaY {ll~ahi fa lo yatawak~ali {lo mu&ominuwna,qwl  Swb    ktb Alh    wly    Alh   wkl  Amn
9,52,qulo halo tarab~aSu wna bi naA^ <il~aA^ <iHodaY {lo Husonayayoni wa naHonu natarab~aSu bi kumo >an yuSiyba kumu {ll~ahu bi Ea*aAbK m~ino Eindi hi.^ >awo bi >ayodiy naA fa tarab~aSu w^A@ <in~a A maEa kum m~utarab~iSuwna,qwl  rbS     AHd  Hsn   rbS    Swb  Alh  E*b  End    ydy   rbS      rbS
9,53,qulo >anfiqu wA@ TawoEFA >awo karohFA l~an yutaqab~ala min kumo <in~a kumo kun tumo qawomFA fa`siqiyna,qwl nfq  TwE  krh  qbl     kwn  qwm fsq
9,54,wa maA manaEa humo >an tuqobala mino humo nafaqa`tu humo <il~aA^ >an~a humo kafaru wA@ bi {ll~ahi wa bi rasuwli hi. wa laA ya>otu wna {l S~alaw`pa <il~aA wa humo kusaAlaY` wa laA yunfiqu wna <il~aA wa humo ka`rihuwna,  mnE   qbl   nfq     kfr   Alh   rsl    Aty   Slw    ksl   nfq     krh
9,55,fa laA tuEojibo ka >amowa`lu humo wa laA^ >awola`du humo <in~a maA yuriydu {ll~ahu li yuEa*~iba hum bi haA fiY {lo Hayaw`pi {l d~unoyaA wa tazohaqa >anfusu humo wa humo ka`firuwna,  Ejb  mwl    wld    rwd Alh  E*b      Hyy  dnw  zhq nfs    kfr
9,56,wa yaHolifu wna bi {ll~ahi <in~a humo la min kumo wa maA hum m~in kumo wa la`kin~a humo qawomN yaforaqu wna, Hlf   Alh              qwm frq 
9,57,lawo yajidu wna maloja_#FA >awo maga`ra`tK >awo mud~axalFA l~a wal~a woA@ <ilayo hi wa humo yajomaHu wna, wjd  ljA  gwr  dxl  wly      jmH 
9,58,wa mino hum m~an yalomizu ka fiY {l S~adaqa`ti fa <ino >uEoTu wA@ mino haA raDu wA@ wa <in l~amo yuEoTa woA@ mino haA^ <i*aA humo yasoxaTu wna,    lmz    Sdq   ETw    rDw     ETw      sxT 
9,59,"wa lawo >an~a humo raDu wA@ maA^ 'aAtaY` humu {ll~ahu wa rasuwlu hu, wa qaAlu wA@ Hasobu naA {ll~ahu sa yu&otiy naA {ll~ahu min faDoli hi. wa rasuwlu hu,^ <in~a A^ <ilaY {ll~ahi ra`gibuwna",    rDw   Aty  Alh  rsl   qwl  Hsb  Alh  Aty  Alh  fDl   rsl     Alh rgb
9,60,<in~a maA {l S~adaqa`tu li lo fuqaraA^'i wa {lo masa`kiyni wa {lo Ea`miliyna Ealayo haA wa {lo mu&al~afapi quluwbu humo wa fiY {l r~iqaAbi wa {lo ga`rimiyna wa fiY sabiyli {ll~ahi wa {boni {l s~abiyli fariyDapF m~ina {ll~ahi wa {ll~ahu EaliymN HakiymN,   Sdq   fqr   skn   Eml     Alf qlb     rqb   grm   sbl Alh  bny  sbl frD  Alh  Alh Elm Hkm
9,61,wa mino humu {l~a*iyna yu&o*u wna {l n~abiY~a wa yaquwlu wna huwa >u*unN qulo >u*unu xayorK l~a kumo yu&ominu bi {ll~ahi wa yu&ominu li lo mu&ominiyna wa raHomapN l~i l~a*iyna 'aAmanu wA@ min kumo wa {l~a*iyna yu&o*u wna rasuwla {ll~ahi la humo Ea*aAbN >aliymN,    A*y   nbA  qwl   A*n qwl A*n xyr   Amn  Alh  Amn   Amn  rHm   Amn      A*y  rsl Alh   E*b Alm
9,62,"yaHolifu wna bi {ll~ahi la kumo li yuroDu w kumo wa {ll~ahu wa rasuwlu hu,^ >aHaq~u >an yuroDu w hu <in kaAnu wA@ mu&ominiyna",Hlf   Alh    rDw    Alh  rsl  Hqq  rDw    kwn  Amn
9,63,">a lamo yaEolamu w^A@ >an~a hu, man yuHaAdidi {ll~aha wa rasuwla hu, fa >an~a la hu, naAra jahan~ama xa`lidFA fiy haA *a`lika {lo xizoYu {lo EaZiymu",  Elm     Hdd Alh  rsl      nwr  xld     xzy  EZm
9,64,yaHo*aru {lo muna`fiquwna >an tunaz~ala Ealayo himo suwrapN tunab~i}u hum bi maA fiY quluwbi himo quli {sotahozi'u w^A@ <in~a {ll~aha muxorijN m~aA taHo*aru wna,H*r  nfq  nzl   swr nbA     qlb  qwl hzA   Alh xrj  H*r 
9,65,wa la }in sa>alo ta humo la yaquwlu n~a <in~a maA ku n~aA naxuwDu wa naloEabu qulo >a bi {ll~ahi wa 'aAya`ti hi. wa rasuwli hi. kun tumo tasotahozi'u wna,   sAl    qwl    kwn  xwD  lEb qwl   Alh  Ayy   rsl  kwn  hzA 
9,66,laA taEota*iru wA@ qado kafaro tum baEoda <iyma`ni kumo <in n~aEofu Ean TaA^}ifapK m~in kumo nuEa*~ibo TaA^}ifapF[ bi >an~a humo kaAnu wA@ mujorimiyna, E*r   kfr  bEd Amn   Efw  Twf   E*b Twf    kwn  jrm
9,67,{lo muna`fiquwna wa {lo muna`fiqa`tu baEoDu hum m~in[ baEoDK ya>omuru wna bi {lo munkari wa yanoha wona Eani {lo maEoruwfi wa yaqobiDu wna >ayodiya humo nasu wA@ {ll~aha fa nasiya humo <in~a {lo muna`fiqiyna humu {lo fa`siquwna, nfq   nfq bED   bED Amr    nkr  nhy    Erf  qbD  ydy  nsy  Alh  nsy    nfq   fsq
9,68,waEada {ll~ahu {lo muna`fiqiyna wa {lo muna`fiqa`ti wa {lo kuf~aAra naAra jahan~ama xa`lidiyna fiy haA hiYa Hasobu humo wa laEana humu {ll~ahu wa la humo Ea*aAbN m~uqiymN,wEd Alh  nfq   nfq   kfr nwr  xld    Hsb   lEn  Alh    E*b qwm
9,69,ka {l~a*iyna min qaboli kumo kaAnu w^A@ >a$ad~a min kumo quw~apF wa >akovara >amowa`lFA wa >awola`dFA fa {sotamotaEu wA@ bi xala`qi himo fa {sotamotaEo tum bi xala`qi kumo ka maA {sotamotaEa {l~a*iyna min qaboli kum bi xala`qi himo wa xuDo tumo ka {l~a*iY xaADu w^A@ >uw@la`^}ika HabiTato >aEoma`lu humo fiY {l d~unoyaA wa {lo 'aAxirapi wa >uw@la`^}ika humu {lo xa`siruwna,   qbl  kwn  $dd   qwy  kvr mwl  wld  mtE   xlq   mtE   xlq    mtE   qbl   xlq   xwD    xwD   HbT Eml    dnw   Axr     xsr
9,70,>a lamo ya>oti himo naba>u {l~a*iyna min qaboli himo qawomi nuwHK wa EaAdK wa vamuwda wa qawomi <ibora`hiyma wa >aSoHa`bi madoyana wa {lo mu&otafika`ti >atato humo rusulu hum bi {lo bay~ina`ti fa maA kaAna {ll~ahu li yaZolima humo wa la`kin kaAnu w^A@ >anfusa humo yaZolimu wna,  Aty  nbA   qbl  qwm   Ewd    qwm   SHb    Afk Aty  rsl    byn   kwn Alh  Zlm    kwn  nfs  Zlm 
9,71,"wa {lo mu&ominuwna wa {lo mu&omina`tu baEoDu humo >awoliyaA^'u baEoDK ya>omuru wna bi {lo maEoruwfi wa yanoha wona Eani {lo munkari wa yuqiymu wna {l S~alaw`pa wa yu&otu wna {l z~akaw`pa wa yuTiyEu wna {ll~aha wa rasuwla hu,^ >uw@la`^}ika sa yaroHamu humu {ll~ahu <in~a {ll~aha EaziyzN HakiymN",  Amn   Amn bED  wly bED Amr    Erf  nhy    nkr  qwm   Slw  Aty   zkw  TwE  Alh  rsl    rHm  Alh  Alh Ezz Hkm
9,72,waEada {ll~ahu {lo mu&ominiyna wa {lo mu&omina`ti jan~a`tK tajoriY min taHoti haA {lo >anoha`ru xa`lidiyna fiy haA wa masa`kina Tay~ibapF fiY jan~a`ti EadonK wa riDowa`nN m~ina {ll~ahi >akobaru *a`lika huwa {lo fawozu {lo EaZiymu,wEd Alh  Amn   Amn jnn jry  tHt   nhr xld    skn Tyb  jnn   rDw  Alh kbr    fwz  EZm
9,73,ya`^ >ay~uhaA {l n~abiY~u ja`hidi {lo kuf~aAra wa {lo muna`fiqiyna wa {goluZo Ealayo himo wa ma>owaY` humo jahan~amu wa bi}osa {lo maSiyru,   nbA jhd  kfr   nfq  glZ    Awy    bAs  Syr
9,74,"yaHolifu wna bi {ll~ahi maA qaAlu wA@ wa la qado qaAlu wA@ kalimapa {lo kufori wa kafaru wA@ baEoda <isola`mi himo wa ham~u wA@ bi maA lamo yanaAlu wA@ wa maA naqamu w^A@ <il~aA^ >ano >agonaY` humu {ll~ahu wa rasuwlu hu, min faDoli hi. fa <in yatuwbu wA@ yaku xayorFA l~a humo wa <in yatawal~a woA@ yuEa*~ibo humu {ll~ahu Ea*aAbFA >aliymFA fiY {l d~unoyaA wa {lo 'aAxirapi wa maA la humo fiY {lo >aroDi min waliY~K wa laA naSiyrK",Hlf   Alh  qwl     qwl  klm  kfr  kfr  bEd slm   hmm     nyl    nqm    gny  Alh  rsl   fDl    twb  kwn xyr     wly  E*b  Alh E*b Alm   dnw   Axr       ArD  wly   nSr
9,75,wa mino hum m~ano Ea`hada {ll~aha la }ino 'aAtaY` naA min faDoli hi. la naS~ad~aqa n~a wa la nakuwna n~a mina {l S~a`liHiyna,    Ehd Alh   Aty   fDl   Sdq    kwn    SlH
9,76,fa lam~aA^ 'aAtaY` hum m~in faDoli hi. baxilu wA@ bi hi. wa tawal~a wA@ w~a hum m~uEoriDuwna,  Aty   fDl  bxl     wly    ErD
9,77,"fa >aEoqaba humo nifaAqFA fiY quluwbi himo <ilaY` yawomi yaloqa wona hu, bi maA^ >axolafu wA@ {ll~aha maA waEadu w hu wa bi maA kaAnu wA@ yako*ibu wna", Eqb  nfq  qlb   ywm lqy     xlf  Alh  wEd      kwn  k*b 
9,78,>a lamo yaEolamu w^A@ >an~a {ll~aha yaEolamu sir~a humo wa najowaY` humo wa >an~a {ll~aha Eal~a`mu {lo guyuwbi,  Elm   Alh Elm srr   njw    Alh Elm  gyb
9,79,{l~a*iyna yalomizu wna {lo muT~aw~iEiyna mina {lo mu&ominiyna fiY {l S~adaqa`ti wa {l~a*iyna laA yajidu wna <il~aA juhoda humo fa yasoxaru wna mino humo saxira {ll~ahu mino humo wa la humo Ea*aAbN >aliymN, lmz   TwE   Amn   Sdq    wjd   jhd   sxr    sxr Alh      E*b Alm
9,80,{sotagofiro la humo >awo laA tasotagofiro la humo <in tasotagofiro la humo saboEiyna mar~apF fa lan yagofira {ll~ahu la humo *a`lika bi >an~a humo kafaru wA@ bi {ll~ahi wa rasuwli hi. wa {ll~ahu laA yahodiY {lo qawoma {lo fa`siqiyna,gfr     gfr    gfr   sbE mrr   gfr Alh       kfr   Alh  rsl   Alh  hdy  qwm  fsq
9,81,fariHa {lo muxal~afuwna bi maqoEadi himo xila`fa rasuwli {ll~ahi wa karihu w^A@ >an yuja`hidu wA@ bi >amowa`li himo wa >anfusi himo fiY sabiyli {ll~ahi wa qaAlu wA@ laA tanfiru wA@ fiY {lo Har~i qulo naAru jahan~ama >a$ad~u Har~FA l~awo kaAnu wA@ yafoqahu wna,frH  xlf  qEd  xlf rsl Alh  krh   jhd   mwl   nfs   sbl Alh  qwl   nfr    Hrr qwl nwr  $dd Hrr  kwn  fqh 
9,82,fa lo yaDoHaku wA@ qaliylFA wa lo yaboku wA@ kaviyrFA jazaA^'F[ bi maA kaAnu wA@ yakosibu wna,  DHk  qll   bky  kvr jzy   kwn  ksb 
9,83,fa <in r~ajaEa ka {ll~ahu <ilaY` TaA^}ifapK m~ino humo fa {sota_#o*anu w ka li lo xuruwji fa qul l~an taxoruju wA@ maEi Ya >abadFA wa lan tuqa`tilu wA@ maEi Ya Eaduw~FA <in~a kumo raDiy tum bi {lo quEuwdi >aw~ala mar~apK fa {qoEudu wA@ maEa {lo xa`lifiyna,  rjE  Alh  Twf    A*n     xrj  qwl  xrj    Abd   qtl    Edw   rDw    qEd Awl mrr  qEd    xlf
9,84,wa laA tuSal~i EalaY`^ >aHadK m~ino hum m~aAta >abadFA wa laA taqumo EalaY` qabori hi.^ <in~a humo kafaru wA@ bi {ll~ahi wa rasuwli hi. wa maAtu wA@ wa humo fa`siquwna,  Slw  AHd   mwt Abd   qwm  qbr    kfr   Alh  rsl   mwt    fsq
9,85,wa laA tuEojibo ka >amowa`lu humo wa >awola`du humo <in~a maA yuriydu {ll~ahu >an yuEa*~iba hum bi haA fiY {l d~unoyaA wa tazohaqa >anfusu humo wa humo ka`firuwna,  Ejb  mwl   wld    rwd Alh  E*b      dnw  zhq nfs    kfr
9,86,wa <i*aA^ >unzilato suwrapN >ano 'aAminu wA@ bi {ll~ahi wa ja`hidu wA@ maEa rasuwli hi {sota_#o*ana ka >uw@luwA@ {l T~awoli mino humo wa qaAlu wA@ *aro naA nakun m~aEa {lo qa`Eidiyna,  nzl swr  Amn   Alh  jhd   rsl  A*n  Awl  Twl    qwl  w*r  kwn   qEd
9,87,raDu wA@ bi >an yakuwnu wA@ maEa {lo xawaAlifi wa TubiEa EalaY` quluwbi himo fa humo laA yafoqahu wna,rDw    kwn    xlf  TbE  qlb     fqh 
9,88,"la`kini {l r~asuwlu wa {l~a*iyna 'aAmanu wA@ maEa hu, ja`hadu wA@ bi >amowa`li himo wa >anfusi himo wa >uw@la`^}ika la humu {lo xayora`tu wa >uw@la`^}ika humu {lo mufoliHuwna",  rsl   Amn    jhd   mwl   nfs       xyr     flH
9,89,>aEad~a {ll~ahu la humo jan~a`tK tajoriY min taHoti haA {lo >anoha`ru xa`lidiyna fiy haA *a`lika {lo fawozu {lo EaZiymu,Edd Alh   jnn jry  tHt   nhr xld     fwz  EZm
9,90,"wa jaA^'a {lo muEa*~iruwna mina {lo >aEoraAbi li yu&o*ana la humo wa qaEada {l~a*iyna ka*abu wA@ {ll~aha wa rasuwla hu, sa yuSiybu {l~a*iyna kafaru wA@ mino humo Ea*aAbN >aliymN", jyA  E*r   Erb  A*n    qEd  k*b  Alh  rsl   Swb  kfr    E*b Alm
9,91,l~ayosa EalaY {l D~uEafaA^'i wa laA EalaY {lo maroDaY` wa laA EalaY {l~a*iyna laA yajidu wna maA yunfiqu wna HarajN <i*aA naSaHu wA@ li l~ahi wa rasuwli hi. maA EalaY {lo muHosiniyna min sabiylK wa {ll~ahu gafuwrN r~aHiymN,lys   DEf     mrD      wjd   nfq  Hrj  nSH   Alh  rsl     Hsn  sbl  Alh gfr rHm
9,92,wa laA EalaY {l~a*iyna <i*aA maA^ >ata wo ka li taHomila humo qulo ta laA^ >ajidu maA^ >aHomilu kumo Ealayo hi tawal~a wA@ w~a >aEoyunu humo tafiyDu mina {l d~amoEi HazanFA >a l~aA yajidu wA@ maA yunfiqu wna,      Aty    Hml  qwl   wjd  Hml    wly   Eyn  fyD   dmE Hzn   wjd   nfq 
9,93,<in~a maA {l s~abiylu EalaY {l~a*iyna yasota_#o*inu wna ka wa humo >agoniyaA^'u raDu wA@ bi >an yakuwnu wA@ maEa {lo xawaAlifi wa TabaEa {ll~ahu EalaY` quluwbi himo fa humo laA yaEolamu wna,   sbl   A*n     gny rDw    kwn    xlf  TbE Alh  qlb     Elm 
9,94,"yaEota*iru wna <ilayo kumo <i*aA rajaEo tumo <ilayo himo qul l~aA taEota*iru wA@ lan n~u&omina la kumo qado nab~a>a naA {ll~ahu mino >axobaAri kumo wa sa yaraY {ll~ahu Eamala kumo wa rasuwlu hu, vum~a turad~u wna <ilaY` Ea`limi {lo gayobi wa {l $~aha`dapi fa yunab~i}u kum bi maA kun tumo taEomalu wna",E*r     rjE    qwl  E*r   Amn    nbA  Alh  xbr    rAy Alh Eml   rsl   rdd   Elm  gyb   $hd  nbA    kwn  Eml 
9,95,sa yaHolifu wna bi {ll~ahi la kumo <i*aA {nqalabo tumo <ilayo himo li tuEoriDu wA@ Eano humo fa >aEoriDu wA@ Eano humo <in~a humo rijosN wa ma>owaY` humo jahan~amu jazaA^'F[ bi maA kaAnu wA@ yakosibu wna, Hlf   Alh    qlb     ErD     ErD      rjs  Awy   jzy   kwn  ksb 
9,96,yaHolifu wna la kumo li taroDa woA@ Eano humo fa <in taroDa woA@ Eano humo fa <in~a {ll~aha laA yaroDaY` Eani {lo qawomi {lo fa`siqiyna,Hlf     rDw      rDw      Alh  rDw   qwm  fsq
9,97,{lo >aEoraAbu >a$ad~u kuforFA wa nifaAqFA wa >ajodaru >a l~aA yaEolamu wA@ Huduwda maA^ >anzala {ll~ahu EalaY` rasuwli hi. wa {ll~ahu EaliymN HakiymN, Erb $dd kfr  nfq  jdr   Elm  Hdd  nzl Alh  rsl   Alh Elm Hkm
9,98,wa mina {lo >aEoraAbi man yat~axi*u maA yunfiqu magoramFA wa yatarab~aSu bi kumu {l d~awaA^}ira Ealayo himo daA^}irapu {l s~awo'i wa {ll~ahu samiyEN EaliymN,   Erb  Ax*  nfq grm  rbS    dwr   dwr  swA  Alh smE Elm
9,99,wa mina {lo >aEoraAbi man yu&ominu bi {ll~ahi wa {lo yawomi {lo 'aAxiri wa yat~axi*u maA yunfiqu quruba`tK Einda {ll~ahi wa Salawa`ti {l r~asuwli >alaA^ <in~a haA qurobapN l~a humo sa yudoxilu humu {ll~ahu fiY raHomati hi.^ <in~a {ll~aha gafuwrN r~aHiymN,   Erb  Amn  Alh   ywm  Axr  Ax*  nfq qrb End Alh  Slw  rsl    qrb    dxl  Alh  rHm   Alh gfr rHm
9,100,wa {l s~a`biquwna {lo >aw~aluwna mina {lo muha`jiriyna wa {lo >anSaAri wa {l~a*iyna {t~abaEu w hum bi <iHosa`nK r~aDiYa {ll~ahu Eano humo wa raDu wA@ Eano hu wa >aEad~a la humo jan~a`tK tajoriY taHota haA {lo >anoha`ru xa`lidiyna fiy haA^ >abadFA *a`lika {lo fawozu {lo EaZiymu,  sbq  Awl   hjr   nSr   tbE    Hsn rDw Alh    rDw     Edd   jnn jry tHt   nhr xld   Abd   fwz  EZm
9,101,wa mi m~ano Hawola kum m~ina {lo >aEoraAbi muna`fiquwna wa mino >aholi {lo madiynapi maradu wA@ EalaY {l n~ifaAqi laA taEolamu humo naHonu naEolamu humo sa nuEa*~ibu hum m~ar~atayoni vum~a yurad~u wna <ilaY` Ea*aAbK EaZiymK,   Hwl    Erb nfq   Ahl  mdn mrd    nfq  Elm   Elm   E*b  mrr  rdd   E*b EZm
9,102,wa 'aAxaruwna {Eotarafu wA@ bi *unuwbi himo xalaTu wA@ EamalFA Sa`liHFA wa 'aAxara say~i}FA EasaY {ll~ahu >an yatuwba Ealayo himo <in~a {ll~aha gafuwrN r~aHiymN, Axr Erf   *nb  xlT  Eml SlH  Axr swA Esy Alh  twb    Alh gfr rHm
9,103,xu*o mino >amowa`li himo SadaqapF tuTah~iru humo wa tuzak~iy him bi haA wa Sal~i Ealayo himo <in~a Salaw`ta ka sakanN l~a humo wa {ll~ahu samiyEN EaliymN,Ax*  mwl  Sdq Thr   zkw     Slw    Slw  skn    Alh smE Elm
9,104,>a lamo yaEolamu w^A@ >an~a {ll~aha huwa yaqobalu {l t~awobapa Eano EibaAdi hi. wa ya>oxu*u {l S~adaqa`ti wa >an~a {ll~aha huwa {l t~aw~aAbu {l r~aHiymu,  Elm   Alh  qbl  twb  Ebd   Ax*  Sdq   Alh   twb  rHm
9,105,"wa quli {Eomalu wA@ fa sa yaraY {ll~ahu Eamala kumo wa rasuwlu hu, wa {lo mu&ominuwna wa sa turad~u wna <ilaY` Ea`limi {lo gayobi wa {l $~aha`dapi fa yunab~i}u kum bi maA kun tumo taEomalu wna", qwl Eml    rAy Alh Eml   rsl    Amn   rdd   Elm  gyb   $hd  nbA    kwn  Eml 
9,106,wa 'aAxaruwna murojawona li >amori {ll~ahi <im~aA yuEa*~ibu humo wa <im~aA yatuwbu Ealayo himo wa {ll~ahu EaliymN HakiymN, Axr rjw  Amr Alh  E*b    twb    Alh Elm Hkm
9,107,"wa {l~a*iyna {t~axa*u wA@ masojidFA DiraArFA wa kuforFA wa taforiyqF[A bayona {lo mu&ominiyna wa <iroSaAdFA l~i mano HaAraba {ll~aha wa rasuwla hu, min qabolu wa la yaHolifu n~a <ino >arado naA^ <il~aA {lo HusonaY` wa {ll~ahu ya$ohadu <in~a humo la ka`*ibuwna",  Ax*  sjd Drr  kfr  frq byn  Amn  rSd   Hrb Alh  rsl   qbl   Hlf   rwd    Hsn  Alh $hd    k*b
9,108,laA taqumo fiy hi >abadFA l~a masojidN >us~isa EalaY {l t~aqowaY` mino >aw~ali yawomK >aHaq~u >an taquwma fiy hi fiy hi rijaAlN yuHib~u wna >an yataTah~aru wA@ wa {ll~ahu yuHib~u {lo muT~ah~iriyna, qwm   Abd  sjd Ass   wqy  Awl ywm Hqq  qwm     rjl Hbb   Thr   Alh Hbb  Thr
9,109,">a fa mano >as~asa bunoya`na hu, EalaY` taqowaY` mina {ll~ahi wa riDowa`nK xayorN >am m~ano >as~asa bunoya`na hu, EalaY` $afaA jurufK haArK fa {nohaAra bi hi. fiY naAri jahan~ama wa {ll~ahu laA yahodiY {lo qawoma {l Z~a`limiyna",   Ass bny   wqy  Alh  rDw xyr   Ass bny   $fw jrf hwr  hwr    nwr   Alh  hdy  qwm  Zlm
9,110,laA yazaAlu bunoya`nu humu {l~a*iY bana woA@ riybapF fiY quluwbi himo <il~aA^ >an taqaT~aEa quluwbu humo wa {ll~ahu EaliymN HakiymN, zyl bny   bny  ryb  qlb    qTE qlb   Alh Elm Hkm
9,111,<in~a {ll~aha {$otaraY` mina {lo mu&ominiyna >anfusa humo wa >amowa`la hum bi >an~a la humu {lo jan~apa yuqa`tilu wna fiY sabiyli {ll~ahi fa yaqotulu wna wa yuqotalu wna waEodFA Ealayo hi Haq~FA fiY {l t~aworaY`pi wa {lo <injiyli wa {lo quro'aAni wa mano >awofaY` bi Eahodi hi. mina {ll~ahi fa {sotabo$iru wA@ bi bayoEi kumu {l~a*iY baAyaEo tum bi hi. wa *a`lika huwa {lo fawozu {lo EaZiymu, Alh $ry   Amn nfs   mwl       jnn qtl   sbl Alh  qtl   qtl  wEd   Hqq         qrA   wfy  Ehd   Alh  b$r   byE   byE        fwz  EZm
9,112,{l t~a`^}ibuwna {lo Ea`biduwna {lo Ha`miduwna {l s~a`^}iHuwna {l r~a`kiEuwna {l s~a`jiduwna {lo 'aAmiruwna bi {lo maEoruwfi wa {l n~aAhuwna Eani {lo munkari wa {lo Ha`fiZuwna li Huduwdi {ll~ahi wa ba$~iri {lo mu&ominiyna, twb  Ebd  Hmd  syH  rkE  sjd  Amr   Erf   nhy   nkr   HfZ  Hdd Alh  b$r  Amn
9,113,maA kaAna li l n~abiY~i wa {l~a*iyna 'aAmanu w^A@ >an yasotagofiru wA@ li lo mu$orikiyna wa lawo kaAnu w^A@ >uw@liY qurobaY` min[ baEodi maA tabay~ana la humo >an~a humo >aSoHa`bu {lo jaHiymi, kwn   nbA   Amn   gfr    $rk   kwn  Awl qrb  bEd  byn     SHb  jHm
